block,plot,year,timepoint,site,taxa,cover,date,note_cover
1,1,2020,Early,Sandhills,Bare_ground,5,6/22/2020,
1,1,2020,Early,Sandhills,Chamaecrista_nictitans,3,6/22/2020,
1,1,2020,Early,Sandhills,Chrysopsis_mariana,23,6/22/2020,
1,1,2020,Early,Sandhills,Desmodium_rotundifolium,2,6/22/2020,
1,1,2020,Early,Sandhills,Dichanthelium_acuminatum,20,6/22/2020,
1,1,2020,Early,Sandhills,Lespedeza_hirta,3,6/22/2020,
1,1,2020,Early,Sandhills,Liatris_cokeri,2,6/22/2020,
1,1,2020,Early,Sandhills,Litter,20,6/22/2020,
1,1,2020,Early,Sandhills,Overstory,70,6/22/2020,
1,1,2020,Early,Sandhills,Parthenium_integrifolium_mabryanum,7,6/22/2020,
1,1,2020,Early,Sandhills,Pinus_palustris,1,6/22/2020,grass stage
1,1,2020,Early,Sandhills,Pteridium_aquilinum,9,6/22/2020,
1,1,2020,Early,Sandhills,Scleria_triglomerata,16,6/22/2020,
1,1,2020,Early,Sandhills,Seymeria_cassioides,6,6/22/2020,
1,1,2020,Early,Sandhills,Smilax_glauca,2,6/22/2020,
1,1,2020,Early,Sandhills,Stylosanthes_biflora,4,6/22/2020,
1,1,2020,Early,Sandhills,Symphyotrichum_walteri,1,6/22/2020,
1,1,2020,Early,Sandhills,Unknown_moss,12,6/22/2020,most likely Syntrichia_ruralis
1,1,2020,Early,Sandhills,Vaccinium_tenellum,20,6/22/2020,
1,1,2020,Late,Sandhills,Aristida_stricta,32,10/2/2020,
1,1,2020,Late,Sandhills,Bare_ground,0,10/2/2020,
1,1,2020,Late,Sandhills,Chamaecrista_nictitans,15,10/2/2020,
1,1,2020,Late,Sandhills,Chrysopsis_mariana,43,10/2/2020,
1,1,2020,Late,Sandhills,Desmodium_rotundifolium,6,10/2/2020,
1,1,2020,Late,Sandhills,Dichanthelium_acuminatum,52,10/2/2020,
1,1,2020,Late,Sandhills,Litter,25,10/2/2020,
1,1,2020,Late,Sandhills,Overstory,70,10/2/2020,
1,1,2020,Late,Sandhills,Parthenium_integrifolium_mabryanum,16,10/2/2020,
1,1,2020,Late,Sandhills,Pinus_palustris,2,10/2/2020,grass stage
1,1,2020,Late,Sandhills,Pteridium_aquilinum,8,10/2/2020,
1,1,2020,Late,Sandhills,Schizachyrium_scoparium_scoparium,19,10/2/2020,
1,1,2020,Late,Sandhills,Scleria_triglomerata,20,10/2/2020,
1,1,2020,Late,Sandhills,Seymeria_cassioides,46,10/2/2020,
1,1,2020,Late,Sandhills,Smilax_glauca,2,10/2/2020,
1,1,2020,Late,Sandhills,Stylosanthes_biflora,2,10/2/2020,
1,1,2020,Late,Sandhills,Unknown_moss,5,10/2/2020,most likely Syntrichia_ruralis
1,1,2020,Late,Sandhills,Unknown_mushroom,2,10/2/2020,
1,1,2020,Late,Sandhills,Vaccinium_tenellum,24,10/2/2020,
1,1,2021,Early,Sandhills,Andropogon_virginicus,1,4/16/2021,
1,1,2021,Early,Sandhills,Aristida_stricta,30,4/16/2021,
1,1,2021,Early,Sandhills,Bare_ground,1,4/16/2021,
1,1,2021,Early,Sandhills,Chrysopsis_mariana,12,4/16/2021,
1,1,2021,Early,Sandhills,Desmodium_rotundifolium,1,4/16/2021,
1,1,2021,Early,Sandhills,Dichanthelium_commutatum,22,4/16/2021,
1,1,2021,Early,Sandhills,Lespedeza_hirta,2,4/16/2021,
1,1,2021,Early,Sandhills,Liatris_cokeri,1,4/16/2021,
1,1,2021,Early,Sandhills,Litter,53,4/16/2021,
1,1,2021,Early,Sandhills,Unknown_moss,6,4/16/2021,
1,1,2021,Early,Sandhills,Overstory,80,4/16/2021,
1,1,2021,Early,Sandhills,Parthenium_integrifolium_mabryanum,2,4/16/2021,
1,1,2021,Early,Sandhills,Pinus_palustris,1,4/16/2021,grass stage
1,1,2021,Early,Sandhills,Pteridium_aquilinum,14,4/16/2021,
1,1,2021,Early,Sandhills,Schizachyrium_scoparium_scoparium,2,4/16/2021,
1,1,2021,Early,Sandhills,Scleria_triglomerata,8,4/16/2021,
1,1,2021,Early,Sandhills,Sericocarpus_asteroides,2,4/16/2021,
1,1,2021,Early,Sandhills,Unknown_mushroom,1,4/16/2021,
1,1,2021,Early,Sandhills,Vaccinium_tenellum,29,4/16/2021,
1,1,2021,Late,Sandhills,Aristida_stricta,31,9/23/2021,
1,1,2021,Late,Sandhills,Bare_ground,0,9/23/2021,
1,1,2021,Late,Sandhills,Chamaecrista_nictitans,20,9/23/2021,
1,1,2021,Late,Sandhills,Chrysopsis_mariana,23,9/23/2021,
1,1,2021,Late,Sandhills,Desmodium_ciliare,1,9/23/2021,
1,1,2021,Late,Sandhills,Desmodium_rotundifolium,4,9/23/2021,
1,1,2021,Late,Sandhills,Dichanthelium_commutatum,10,9/23/2021,
1,1,2021,Late,Sandhills,Liatris_cokeri,11,9/23/2021,
1,1,2021,Late,Sandhills,Litter,25,9/23/2021,
1,1,2021,Late,Sandhills,Overstory,80,9/23/2021,
1,1,2021,Late,Sandhills,Parthenium_integrifolium_mabryanum,20,9/23/2021,
1,1,2021,Late,Sandhills,Pityopsis_aspera,4,9/23/2021,
1,1,2021,Late,Sandhills,Pteridium_aquilinum,37,9/23/2021,
1,1,2021,Late,Sandhills,Schizachyrium_scoparium_scoparium,9,9/23/2021,
1,1,2021,Late,Sandhills,Scleria_triglomerata,16,9/23/2021,
1,1,2021,Late,Sandhills,Smilax_glauca,5,9/23/2021,
1,1,2021,Late,Sandhills,Stylosanthes_biflora,1,9/23/2021,
1,1,2021,Late,Sandhills,Vaccinium_tenellum,11,9/23/2021,
1,1,2022,Early,Sandhills,Aristida_stricta,45,4/28/2022,
1,1,2022,Early,Sandhills,Bare_ground,2,4/28/2022,
1,1,2022,Early,Sandhills,Chamaecrista_nictitans,3,4/28/2022,
1,1,2022,Early,Sandhills,Chrysopsis_mariana,15,4/28/2022,
1,1,2022,Early,Sandhills,Desmodium_rotundifolium,1,4/28/2022,
1,1,2022,Early,Sandhills,Dichanthelium_commutatum,13,4/28/2022,
1,1,2022,Early,Sandhills,Euphorbia_spp,3,4/28/2022,most likely Euphorbia_curtisii
1,1,2022,Early,Sandhills,Lespedeza_repens,4,4/28/2022,
1,1,2022,Early,Sandhills,Liatris_cokeri,4,4/28/2022,
1,1,2022,Early,Sandhills,Litter,60,4/28/2022,
1,1,2022,Early,Sandhills,Overstory,50,4/28/2022,
1,1,2022,Early,Sandhills,Parthenium_integrifolium_mabryanum,7,4/28/2022,
1,1,2022,Early,Sandhills,Pinus_palustris,3,4/28/2022,grass stage
1,1,2022,Early,Sandhills,Pityopsis_aspera,2,4/28/2022,
1,1,2022,Early,Sandhills,Pteridium_aquilinum,32,4/28/2022,
1,1,2022,Early,Sandhills,Schizachyrium_scoparium_scoparium,5,4/28/2022,
1,1,2022,Early,Sandhills,Scleria_triglomerata,16,4/28/2022,
1,1,2022,Early,Sandhills,Seymeria_cassioides,1,4/28/2022,
1,1,2022,Early,Sandhills,Stylosanthes_biflora,1,4/28/2022,
1,1,2022,Early,Sandhills,Unknown_moss,17,4/28/2022,most likely Syntrichia_ruralis
1,1,2022,Early,Sandhills,Vaccinium_tenellum,30,4/28/2022,
1,1,2022,Late,Sandhills,Aristida_stricta,30,9/15/2022,
1,1,2022,Late,Sandhills,Bare_ground,3,9/15/2022,
1,1,2022,Late,Sandhills,Chamaecrista_nictitans,2,9/15/2022,
1,1,2022,Late,Sandhills,Chrysopsis_mariana,12,9/15/2022,
1,1,2022,Late,Sandhills,Desmodium_rotundifolium,4,9/15/2022,
1,1,2022,Late,Sandhills,Dichanthelium_commutatum,8,9/15/2022,
1,1,2022,Late,Sandhills,Ionactis_linariifolia,2,9/15/2022,
1,1,2022,Late,Sandhills,Lespedeza_hirta,2,9/15/2022,
1,1,2022,Late,Sandhills,Lespedeza_repens,2,9/15/2022,
1,1,2022,Late,Sandhills,Liatris_cokeri,3,9/15/2022,
1,1,2022,Late,Sandhills,Litter,40,9/15/2022,
1,1,2022,Late,Sandhills,Overstory,45,9/15/2022,
1,1,2022,Late,Sandhills,Parthenium_integrifolium_mabryanum,14,9/15/2022,
1,1,2022,Late,Sandhills,Pinus_palustris,7,9/15/2022,grass stage 
1,1,2022,Late,Sandhills,Pityopsis_aspera,2,9/15/2022,
1,1,2022,Late,Sandhills,Pteridium_aquilinum,5,9/15/2022,
1,1,2022,Late,Sandhills,Schizachyrium_scoparium_scoparium,4,9/15/2022,
1,1,2022,Late,Sandhills,Scleria_triglomerata,15,9/15/2022,
1,1,2022,Late,Sandhills,Sericocarpus_asteroides,5,9/15/2022,
1,1,2022,Late,Sandhills,Seymeria_cassioides,55,9/15/2022,
1,1,2022,Late,Sandhills,Smilax_glauca,4,9/15/2022,
1,1,2022,Late,Sandhills,Stylosanthes_biflora,1,9/15/2022,
1,1,2022,Late,Sandhills,Unknown_moss,40,9/15/2022,
1,1,2022,Late,Sandhills,Vaccinium_tenellum,33,9/15/2022,
1,1,2023,Early,Sandhills,Aristida_stricta,14,4/17/2023,
1,1,2023,Early,Sandhills,Bare_ground,2,4/17/2023,
1,1,2023,Early,Sandhills,Chrysopsis_mariana,3,4/17/2023,
1,1,2023,Early,Sandhills,Desmodium_rotundifolium,3,4/17/2023,
1,1,2023,Early,Sandhills,Dichanthelium_commutatum,6,4/17/2023,
1,1,2023,Early,Sandhills,Liatris_cokeri,8,4/17/2023,
1,1,2023,Early,Sandhills,Litter,77,4/17/2023,
1,1,2023,Early,Sandhills,Overstory,80,4/17/2023,
1,1,2023,Early,Sandhills,Parthenium_integrifolium_mabryanum,9,4/17/2023,
1,1,2023,Early,Sandhills,Pinus_palustris,2,4/17/2023,grass stage
1,1,2023,Early,Sandhills,Pteridium_aquilinum,35,4/17/2023,
1,1,2023,Early,Sandhills,Schizachyrium_scoparium_scoparium,2,4/17/2023,
1,1,2023,Early,Sandhills,Scleria_triglomerata,10,4/17/2023,
1,1,2023,Early,Sandhills,Unknown_moss,3,4/17/2023,most likely Syntrichia_ruralis
1,1,2023,Early,Sandhills,Vaccinium_tenellum,47,4/17/2023,
1,1,2023,Late,Sandhills,Aristida_stricta,27,9/14/2023,
1,1,2023,Late,Sandhills,Bare_ground,5,9/14/2023,
1,1,2023,Late,Sandhills,Chamaecrista_nictitans,7,9/14/2023,
1,1,2023,Late,Sandhills,Chrysopsis_mariana,6,9/14/2023,
1,1,2023,Late,Sandhills,Desmodium_rotundifolium,3,9/14/2023,
1,1,2023,Late,Sandhills,Dichanthelium_commutatum,3,9/14/2023,
1,1,2023,Late,Sandhills,Lespedeza_repens,6,9/14/2023,
1,1,2023,Late,Sandhills,Liatris_cokeri,14,9/14/2023,
1,1,2023,Late,Sandhills,Litter,63,9/14/2023,
1,1,2023,Late,Sandhills,Overstory,80,9/14/2023,
1,1,2023,Late,Sandhills,Parthenium_integrifolium_mabryanum,6,9/14/2023,
1,1,2023,Late,Sandhills,Pinus_palustris,3,9/14/2023,grass stage
1,1,2023,Late,Sandhills,Pityopsis_aspera,3,9/14/2023,
1,1,2023,Late,Sandhills,Pteridium_aquilinum,14,9/14/2023,
1,1,2023,Late,Sandhills,Schizachyrium_scoparium_scoparium,6,9/14/2023,
1,1,2023,Late,Sandhills,Scleria_triglomerata,12,9/14/2023,
1,1,2023,Late,Sandhills,Smilax_glauca,7,9/14/2023,
1,1,2023,Late,Sandhills,Stylosanthes_biflora,1,9/14/2023,
1,1,2023,Late,Sandhills,Unknown_moss,2,9/14/2023,most likely Syntrichia_ruralis
1,1,2023,Late,Sandhills,Vaccinium_tenellum,31,9/14/2023,
1,2,2019,Early,Sandhills,Aristida_stricta,20,7/17/2019,
1,2,2019,Early,Sandhills,Chrysopsis_mariana,1,7/17/2019,
1,2,2019,Early,Sandhills,Dichanthelium_acuminatum,3,7/17/2019,
1,2,2019,Early,Sandhills,Ionactis_linariifolia,2,7/17/2019,
1,2,2019,Early,Sandhills,Lespedeza_hirta,6,7/17/2019,
1,2,2019,Early,Sandhills,Liatris_cokeri,5,7/17/2019,
1,2,2019,Early,Sandhills,Parthenium_integrifolium_mabryanum,1,7/17/2019,
1,2,2019,Early,Sandhills,Pityopsis_aspera,1,7/17/2019,
1,2,2019,Early,Sandhills,Pteridium_aquilinum,1,7/17/2019,
1,2,2019,Early,Sandhills,Vaccinium_tenellum,1,7/17/2019,
1,2,2019,Late,Sandhills,Aristida_stricta,32,9/21/2019,
1,2,2019,Late,Sandhills,Bare_ground,40,9/21/2019,
1,2,2019,Late,Sandhills,Chamaecrista_nictitans,6,9/21/2019,
1,2,2019,Late,Sandhills,Chrysopsis_mariana,4,9/21/2019,
1,2,2019,Late,Sandhills,Ionactis_linariifolia,8,9/21/2019,
1,2,2019,Late,Sandhills,Lespedeza_hirta,18,9/21/2019,
1,2,2019,Late,Sandhills,Liatris_cokeri,13,9/21/2019,
1,2,2019,Late,Sandhills,Litter,20,9/21/2019,
1,2,2019,Late,Sandhills,Overstory,15,9/21/2019,
1,2,2019,Late,Sandhills,Parthenium_integrifolium_mabryanum,8,9/21/2019,
1,2,2019,Late,Sandhills,Pityopsis_aspera,3,9/21/2019,
1,2,2019,Late,Sandhills,Pteridium_aquilinum,10,9/21/2019,
1,2,2019,Late,Sandhills,Schizachyrium_scoparium_scoparium,10,9/21/2019,
1,2,2019,Late,Sandhills,Stylosanthes_biflora,3,9/21/2019,
1,2,2019,Late,Sandhills,Symphyotrichum_walteri,2,9/21/2019,
1,2,2019,Late,Sandhills,Vaccinium_tenellum,9,9/21/2019,
1,2,2020,Early,Sandhills,Aristida_stricta,27,6/22/2020,
1,2,2020,Early,Sandhills,Bare_ground,3,6/22/2020,
1,2,2020,Early,Sandhills,Chamaecrista_nictitans,2,6/22/2020,
1,2,2020,Early,Sandhills,Chrysopsis_mariana,7,6/22/2020,
1,2,2020,Early,Sandhills,Desmodium_rotundifolium,20,6/22/2020,
1,2,2020,Early,Sandhills,Dichanthelium_acuminatum,25,6/22/2020,
1,2,2020,Early,Sandhills,Lespedeza_hirta,5,6/22/2020,
1,2,2020,Early,Sandhills,Liatris_cokeri,12,6/22/2020,
1,2,2020,Early,Sandhills,Litter,15,6/22/2020,
1,2,2020,Early,Sandhills,Overstory,75,6/22/2020,
1,2,2020,Early,Sandhills,Parthenium_integrifolium_mabryanum,6,6/22/2020,
1,2,2020,Early,Sandhills,Pteridium_aquilinum,32,6/22/2020,
1,2,2020,Early,Sandhills,Quercus_margarettae,8,6/22/2020,
1,2,2020,Early,Sandhills,Rhus_copallinum,4,6/22/2020,
1,2,2020,Early,Sandhills,Schizachyrium_scoparium_scoparium,4,6/22/2020,
1,2,2020,Early,Sandhills,Seymeria_cassioides,2,6/22/2020,
1,2,2020,Early,Sandhills,Stylosanthes_biflora,1,6/22/2020,
1,2,2020,Early,Sandhills,Symphyotrichum_walteri,10,6/22/2020,
1,2,2020,Early,Sandhills,Unknown_moss,16,6/22/2020,most likely Syntrichia_ruralis
1,2,2020,Early,Sandhills,Vaccinium_tenellum,30,6/22/2020,
1,2,2020,Late,Sandhills,Aristida_stricta,48,10/2/2020,
1,2,2020,Late,Sandhills,Bare_ground,0,10/2/2020,
1,2,2020,Late,Sandhills,Chamaecrista_nictitans,10,10/2/2020,
1,2,2020,Late,Sandhills,Chrysopsis_mariana,7,10/2/2020,
1,2,2020,Late,Sandhills,Desmodium_rotundifolium,27,10/2/2020,
1,2,2020,Late,Sandhills,Dichanthelium_acuminatum,61,10/2/2020,
1,2,2020,Late,Sandhills,Lespedeza_hirta,18,10/2/2020,
1,2,2020,Late,Sandhills,Liatris_cokeri,5,10/2/2020,
1,2,2020,Late,Sandhills,Litter,35,10/2/2020,
1,2,2020,Late,Sandhills,Overstory,75,10/2/2020,
1,2,2020,Late,Sandhills,Parthenium_integrifolium_mabryanum,5,10/2/2020,
1,2,2020,Late,Sandhills,Pteridium_aquilinum,11,10/2/2020,
1,2,2020,Late,Sandhills,Quercus_margarettae,6,10/2/2020,
1,2,2020,Late,Sandhills,Rhus_copallinum,11,10/2/2020,
1,2,2020,Late,Sandhills,Schizachyrium_scoparium_scoparium,8,10/2/2020,
1,2,2020,Late,Sandhills,Seymeria_cassioides,16,10/2/2020,
1,2,2020,Late,Sandhills,Stylosanthes_biflora,3,10/2/2020,
1,2,2020,Late,Sandhills,Symphyotrichum_walteri,10,10/2/2020,
1,2,2020,Late,Sandhills,Unknown_moss,7,10/2/2020,most likely Syntrichia_ruralis
1,2,2020,Late,Sandhills,Unknown_mushroom,2,10/2/2020,
1,2,2020,Late,Sandhills,Vaccinium_tenellum,46,10/2/2020,
1,2,2021,Early,Sandhills,Aristida_stricta,45,4/16/2021,
1,2,2021,Early,Sandhills,Bare_ground,4,4/16/2021,
1,2,2021,Early,Sandhills,Chamaecrista_nictitans,1,4/16/2021,
1,2,2021,Early,Sandhills,Chrysopsis_mariana,3,4/16/2021,
1,2,2021,Early,Sandhills,Desmodium_rotundifolium,3,4/16/2021,
1,2,2021,Early,Sandhills,Dichanthelium_commutatum,30,4/16/2021,
1,2,2021,Early,Sandhills,Lespedeza_hirta,2,4/16/2021,
1,2,2021,Early,Sandhills,Litter,45,4/16/2021,
1,2,2021,Early,Sandhills,Unknown_moss,3,4/16/2021,
1,2,2021,Early,Sandhills,Overstory,70,4/16/2021,
1,2,2021,Early,Sandhills,Parthenium_integrifolium_mabryanum,1,4/16/2021,
1,2,2021,Early,Sandhills,Pityopsis_aspera,4,4/16/2021,
1,2,2021,Early,Sandhills,Pteridium_aquilinum,13,4/16/2021,
1,2,2021,Early,Sandhills,Quercus_marilandica,2,4/16/2021,
1,2,2021,Early,Sandhills,Rhus_copallinum,1,4/16/2021,
1,2,2021,Early,Sandhills,Schizachyrium_scoparium_scoparium,31,4/16/2021,
1,2,2021,Early,Sandhills,Sericocarpus_asteroides,2,4/16/2021,
1,2,2021,Early,Sandhills,Unknown_mushroom,1,4/16/2021,
1,2,2021,Early,Sandhills,Vaccinium_tenellum,45,4/16/2021,
1,2,2021,Late,Sandhills,Aristida_stricta,27,9/23/2021,
1,2,2021,Late,Sandhills,Bare_ground,5,9/23/2021,
1,2,2021,Late,Sandhills,Chamaecrista_nictitans,23,9/23/2021,
1,2,2021,Late,Sandhills,Chrysopsis_mariana,3,9/23/2021,
1,2,2021,Late,Sandhills,Desmodium_ciliare,11,9/23/2021,
1,2,2021,Late,Sandhills,Desmodium_rotundifolium,22,9/23/2021,
1,2,2021,Late,Sandhills,Dichanthelium_commutatum,11,9/23/2021,
1,2,2021,Late,Sandhills,Liatris_cokeri,18,9/23/2021,
1,2,2021,Late,Sandhills,Litter,30,9/23/2021,
1,2,2021,Late,Sandhills,Overstory,70,9/23/2021,
1,2,2021,Late,Sandhills,Parthenium_integrifolium_mabryanum,3,9/23/2021,
1,2,2021,Late,Sandhills,Pityopsis_aspera,5,9/23/2021,
1,2,2021,Late,Sandhills,Pteridium_aquilinum,7,9/23/2021,
1,2,2021,Late,Sandhills,Quercus_marilandica,4,9/23/2021,
1,2,2021,Late,Sandhills,Rhus_copallinum,5,9/23/2021,
1,2,2021,Late,Sandhills,Schizachyrium_scoparium_scoparium,9,9/23/2021,
1,2,2021,Late,Sandhills,Stylosanthes_biflora,8,9/23/2021,
1,2,2021,Late,Sandhills,Symphyotrichum_walteri,8,9/23/2021,
1,2,2021,Late,Sandhills,Vaccinium_tenellum,15,9/23/2021,
1,2,2022,Early,Sandhills,Aristida_stricta,35,4/28/2022,
1,2,2022,Early,Sandhills,Bare_ground,2,4/28/2022,
1,2,2022,Early,Sandhills,Chamaecrista_nictitans,2,4/28/2022,
1,2,2022,Early,Sandhills,Chrysopsis_mariana,3,4/28/2022,
1,2,2022,Early,Sandhills,Desmodium_rotundifolium,17,4/28/2022,
1,2,2022,Early,Sandhills,Dichanthelium_commutatum,23,4/28/2022,
1,2,2022,Early,Sandhills,Lespedeza_repens,8,4/28/2022,
1,2,2022,Early,Sandhills,Liatris_cokeri,12,4/28/2022,
1,2,2022,Early,Sandhills,Litter,70,4/28/2022,
1,2,2022,Early,Sandhills,Overstory,70,4/28/2022,
1,2,2022,Early,Sandhills,Parthenium_integrifolium_mabryanum,5,4/28/2022,
1,2,2022,Early,Sandhills,Pinus_palustris,7,4/28/2022,grass stage
1,2,2022,Early,Sandhills,Pteridium_aquilinum,39,4/28/2022,
1,2,2022,Early,Sandhills,Rhus_copallinum,1,4/28/2022,
1,2,2022,Early,Sandhills,Robinia_hispida_nana,1,4/28/2022,
1,2,2022,Early,Sandhills,Schizachyrium_scoparium_scoparium,2,4/28/2022,
1,2,2022,Early,Sandhills,Stylosanthes_biflora,1,4/28/2022,
1,2,2022,Early,Sandhills,Symphyotrichum_walteri,3,4/28/2022,
1,2,2022,Early,Sandhills,Unknown_moss,10,4/28/2022,
1,2,2022,Early,Sandhills,Vaccinium_tenellum,34,4/28/2022,
1,2,2022,Late,Sandhills,Aristida_stricta,40,9/15/2022,
1,2,2022,Late,Sandhills,Bare_ground,2,9/15/2022,
1,2,2022,Late,Sandhills,Chamaecrista_nictitans,1,9/15/2022,
1,2,2022,Late,Sandhills,Chrysopsis_mariana,2,9/15/2022,
1,2,2022,Late,Sandhills,Desmodium_rotundifolium,35,9/15/2022,
1,2,2022,Late,Sandhills,Dichanthelium_commutatum,12,9/15/2022,
1,2,2022,Late,Sandhills,Hypoxis_wrightii,3,9/15/2022,
1,2,2022,Late,Sandhills,Lespedeza_hirta,19,9/15/2022,
1,2,2022,Late,Sandhills,Lespedeza_repens,8,9/15/2022,
1,2,2022,Late,Sandhills,Litter,45,9/15/2022,
1,2,2022,Late,Sandhills,Overstory,55,9/15/2022,
1,2,2022,Late,Sandhills,Parthenium_integrifolium_mabryanum,2,9/15/2022,
1,2,2022,Late,Sandhills,Pinus_palustris,6,9/15/2022,grass stage 
1,2,2022,Late,Sandhills,Pteridium_aquilinum,4,9/15/2022,
1,2,2022,Late,Sandhills,Quercus_marilandica,8,9/15/2022,
1,2,2022,Late,Sandhills,Rhus_copallinum,6,9/15/2022,
1,2,2022,Late,Sandhills,Robinia_hispida_nana,11,9/15/2022,
1,2,2022,Late,Sandhills,Schizachyrium_scoparium_scoparium,7,9/15/2022,
1,2,2022,Late,Sandhills,Symphyotrichum_walteri,20,9/15/2022,
1,2,2022,Late,Sandhills,Unknown_moss,7,9/15/2022,
1,2,2022,Late,Sandhills,Vaccinium_tenellum,25,9/15/2022,
1,2,2023,Early,Sandhills,Andropogon_virginicus,3,4/17/2023,
1,2,2023,Early,Sandhills,Aristida_stricta,18,4/17/2023,
1,2,2023,Early,Sandhills,Bare_ground,0,4/17/2023,
1,2,2023,Early,Sandhills,Cnidoscolus_urens_stimulosus,1,4/17/2023,
1,2,2023,Early,Sandhills,Desmodium_rotundifolium,1,4/17/2023,
1,2,2023,Early,Sandhills,Dichanthelium_commutatum,24,4/17/2023,
1,2,2023,Early,Sandhills,Hypoxis_wrightii,1,4/17/2023,
1,2,2023,Early,Sandhills,Lespedeza_repens,1,4/17/2023,
1,2,2023,Early,Sandhills,Litter,87,4/17/2023,
1,2,2023,Early,Sandhills,Overstory,10,4/17/2023,
1,2,2023,Early,Sandhills,Parthenium_integrifolium_mabryanum,5,4/17/2023,
1,2,2023,Early,Sandhills,Pinus_palustris,4,4/17/2023,grass stage
1,2,2023,Early,Sandhills,Pteridium_aquilinum,44,4/17/2023,
1,2,2023,Early,Sandhills,Quercus_marilandica,6,4/17/2023,
1,2,2023,Early,Sandhills,Rhus_copallinum,1,4/17/2023,
1,2,2023,Early,Sandhills,Robinia_hispida_nana,13,4/17/2023,
1,2,2023,Early,Sandhills,Sericocarpus_tortifolius,1,4/17/2023,
1,2,2023,Early,Sandhills,Unknown_moss,2,4/17/2023,
1,2,2023,Early,Sandhills,Vaccinium_tenellum,48,4/17/2023,
1,2,2023,Late,Sandhills,Andropogon_virginicus,3,9/14/2023,
1,2,2023,Late,Sandhills,Aristida_stricta,40,9/14/2023,
1,2,2023,Late,Sandhills,Bare_ground,12,9/14/2023,ant hill
1,2,2023,Late,Sandhills,Chamaecrista_nictitans,1,9/14/2023,
1,2,2023,Late,Sandhills,Desmodium_rotundifolium,17,9/14/2023,
1,2,2023,Late,Sandhills,Dichanthelium_commutatum,14,9/14/2023,
1,2,2023,Late,Sandhills,Lespedeza_repens,7,9/14/2023,
1,2,2023,Late,Sandhills,Liatris_cokeri,2,9/14/2023,
1,2,2023,Late,Sandhills,Litter,58,9/14/2023,
1,2,2023,Late,Sandhills,Overstory,10,9/14/2023,
1,2,2023,Late,Sandhills,Parthenium_integrifolium_mabryanum,2,9/14/2023,
1,2,2023,Late,Sandhills,Pinus_palustris,5,9/14/2023,grass stage
1,2,2023,Late,Sandhills,Pteridium_aquilinum,17,9/14/2023,
1,2,2023,Late,Sandhills,Quercus_marilandica,4,9/14/2023,
1,2,2023,Late,Sandhills,Rhus_copallinum,7,9/14/2023,
1,2,2023,Late,Sandhills,Robinia_hispida_nana,9,9/14/2023,
1,2,2023,Late,Sandhills,Stylosanthes_biflora,3,9/14/2023,
1,2,2023,Late,Sandhills,Symphyotrichum_walteri,5,9/14/2023,
1,2,2023,Late,Sandhills,Vaccinium_tenellum,25,9/14/2023,
1,3,2019,Early,Sandhills,Aristida_stricta,20,7/17/2019,
1,3,2019,Early,Sandhills,Carphephorus_bellidifolius,7,7/17/2019,
1,3,2019,Early,Sandhills,Chamaecrista_nictitans,2,7/17/2019,
